schid,sid,size,lowinc,mobility,female,black,hispanic,retained,grade,year,math
2520,305650101,828,76.9,10.5,0,1,0,0,4,2.5,2.954
2520,305650291,828,76.9,10.5,0,1,0,0,0,-1.5,-1.218
2520,305650291,828,76.9,10.5,0,1,0,0,1,-0.5,1.548
2520,305650291,828,76.9,10.5,0,1,0,0,2,0.5,1.678
2520,305650291,828,76.9,10.5,0,1,0,0,3,1.5,1.661
2520,305650291,828,76.9,10.5,0,1,0,0,4,2.5,2.682
2520,305650371,828,76.9,10.5,0,1,0,0,0,-1.5,-1.83
2520,305650371,828,76.9,10.5,0,1,0,0,1,-0.5,-0.645
2520,305650371,828,76.9,10.5,0,1,0,0,2,0.5,-0.316
2520,305650371,828,76.9,10.5,0,1,0,0,3,1.5,0.459
2520,305650371,828,76.9,10.5,0,1,0,0,4,2.5,1.852
2520,305650881,828,76.9,10.5,1,0,0,0,0,-1.5,-1.13
2520,305650881,828,76.9,10.5,1,0,0,0,1,-0.5,-0.028
2520,305650881,828,76.9,10.5,1,0,0,0,2,0.5,1.485
2520,305650881,828,76.9,10.5,1,0,0,0,3,1.5,1.661
2520,305650881,828,76.9,10.5,1,0,0,0,4,2.5,1.568
2520,305651261,828,76.9,10.5,0,1,0,0,0,-1.5,-2.288
2520,305651261,828,76.9,10.5,0,1,0,0,1,-0.5,-1.946
2520,305651261,828,76.9,10.5,0,1,0,0,2,0.5,-0.928
2520,305651261,828,76.9,10.5,0,1,0,0,3,1.5,0.182
2520,305651261,828,76.9,10.5,0,1,0,0,4,2.5,1.047
2520,305652071,828,76.9,10.5,1,1,0,0,0,-1.5,-2.902
2520,305652071,828,76.9,10.5,1,1,0,0,1,-0.5,-1.12
2520,305652071,828,76.9,10.5,1,1,0,0,2,0.5,-0.725
2520,305652071,828,76.9,10.5,1,1,0,0,3,1.5,0.811
2520,305652071,828,76.9,10.5,1,1,0,0,4,2.5,1.407
2520,305652581,828,76.9,10.5,0,1,0,0,0,-1.5,-3.232
2520,305652581,828,76.9,10.5,0,1,0,0,1,-0.5,-1.946
2520,305652581,828,76.9,10.5,0,1,0,0,2,0.5,-1.236
2520,305652581,828,76.9,10.5,0,1,0,0,3,1.5,-0.563
2520,305652581,828,76.9,10.5,0,1,0,0,4,2.5,0.251
2520,305653041,828,76.9,10.5,0,1,0,0,0,-1.5,-0.497
2520,305653041,828,76.9,10.5,0,1,0,0,1,-0.5,0.058
2520,305653041,828,76.9,10.5,0,1,0,0,2,0.5,2.43
2520,305653041,828,76.9,10.5,0,1,0,0,3,1.5,2.814
2520,305653041,828,76.9,10.5,0,1,0,0,4,2.5,0.997
2520,305653471,828,76.9,10.5,0,1,0,0,0,-1.5,-0.733
2520,305653471,828,76.9,10.5,0,1,0,0,1,-0.5,0.905
2520,305653471,828,76.9,10.5,0,1,0,0,2,0.5,2.14
2520,305653471,828,76.9,10.5,0,1,0,0,3,1.5,1.748
2520,305653471,828,76.9,10.5,0,1,0,0,4,2.5,2.3
2520,305653711,828,76.9,10.5,1,1,0,0,0,-1.5,-0.608
2520,305653711,828,76.9,10.5,1,1,0,0,1,-0.5,0.905
2520,305653711,828,76.9,10.5,1,1,0,0,2,0.5,0.852
2520,305653711,828,76.9,10.5,1,1,0,0,3,1.5,1.578
2520,305653711,828,76.9,10.5,1,1,0,0,4,2.5,2.521
2520,305654281,828,76.9,10.5,1,1,0,0,0,-1.5,-1.218
2520,305654281,828,76.9,10.5,1,1,0,0,1,-0.5,0.058
2520,305654281,828,76.9,10.5,1,1,0,0,2,0.5,0.003
2520,305654281,828,76.9,10.5,1,1,0,0,3,1.5,1.273
2520,305654281,828,76.9,10.5,1,1,0,0,4,2.5,2.371
2520,305654601,828,76.9,10.5,1,1,0,0,0,-1.5,-1.76
2520,305654601,828,76.9,10.5,1,1,0,0,1,-0.5,-0.501
2520,305654601,828,76.9,10.5,1,1,0,0,2,0.5,0.852
2520,305654601,828,76.9,10.5,1,1,0,0,3,1.5,1.273
2520,305654601,828,76.9,10.5,1,1,0,0,4,2.5,2.859
2520,305654871,828,76.9,10.5,0,1,0,0,0,-1.5,-0.84
2520,305654871,828,76.9,10.5,0,1,0,0,1,-0.5,0.241
2520,305654871,828,76.9,10.5,0,1,0,0,2,0.5,0.114
2520,305654871,828,76.9,10.5,0,1,0,0,3,1.5,1.578
2520,305654871,828,76.9,10.5,0,1,0,0,4,2.5,1.736
2520,305655091,828,76.9,10.5,0,1,0,0,0,-1.5,-1.218
2520,305655091,828,76.9,10.5,0,1,0,0,1,-0.5,0.148
2520,305655091,828,76.9,10.5,0,1,0,0,2,0.5,0.852
2520,305655091,828,76.9,10.5,0,1,0,0,3,1.5,1.661
2520,305655091,828,76.9,10.5,0,1,0,0,4,2.5,2.164
2520,305656061,828,76.9,10.5,1,1,0,0,0,-1.5,-2.377
2520,305656061,828,76.9,10.5,1,1,0,0,1,-0.5,-0.988
2520,305656061,828,76.9,10.5,1,1,0,0,2,0.5,0.716
2520,305656061,828,76.9,10.5,1,1,0,0,3,1.5,1.202
2520,305656061,828,76.9,10.5,1,1,0,0,4,2.5,2.521
2520,305656571,828,76.9,10.5,0,1,0,0,0,-1.5,-1.76
2520,305656571,828,76.9,10.5,0,1,0,0,1,-0.5,-0.194
2520,305656571,828,76.9,10.5,0,1,0,0,2,0.5,0.995
2520,305656571,828,76.9,10.5,0,1,0,0,3,1.5,1.001
2520,305656811,828,76.9,10.5,1,1,0,0,0,-1.5,-0.974
2520,305656811,828,76.9,10.5,1,1,0,0,1,-0.5,-0.194
2520,305656811,828,76.9,10.5,1,1,0,0,2,0.5,0.003
2520,305656811,828,76.9,10.5,1,1,0,0,3,1.5,-0.35
2520,305656811,828,76.9,10.5,1,1,0,0,4,2.5,1.354
2520,305657461,828,76.9,10.5,1,1,0,0,0,-1.5,-2.377
2520,305657461,828,76.9,10.5,1,1,0,0,1,-0.5,-1.757
2520,305657461,828,76.9,10.5,1,1,0,0,2,0.5,0.463
2520,305657461,828,76.9,10.5,1,1,0,0,3,1.5,0.237
2520,305657461,828,76.9,10.5,1,1,0,0,4,2.5,1.912
2520,305657891,828,76.9,10.5,0,1,0,0,0,-1.5,-1.538
2520,305657891,828,76.9,10.5,0,1,0,0,1,-0.5,0.058
2520,305657891,828,76.9,10.5,0,1,0,0,2,0.5,0.114
2520,305657891,828,76.9,10.5,0,1,0,0,3,1.5,0.237
2520,305657891,828,76.9,10.5,0,1,0,0,4,2.5,1.736
2520,305658271,828,76.9,10.5,1,1,0,0,0,-1.5,-1.303
2520,305658271,828,76.9,10.5,1,1,0,0,1,-0.5,1.043
2520,305658271,828,76.9,10.5,1,1,0,0,2,0.5,1.309
2520,305658271,828,76.9,10.5,1,1,0,0,3,1.5,0.632
2520,305658271,828,76.9,10.5,1,1,0,0,4,2.5,2.445
2520,307354392,828,76.9,10.5,1,1,0,0,2,0.5,1.309
2520,307354392,828,76.9,10.5,1,1,0,0,3,1.5,2.254
2520,307354392,828,76.9,10.5,1,1,0,0,4,2.5,2.859
2520,309310252,828,76.9,10.5,0,1,0,0,2,0.5,-2.015
2520,309310252,828,76.9,10.5,0,1,0,1,2,1.5,0.147
2520,309310252,828,76.9,10.5,0,1,0,0,3,2.5,0.227
2520,309989011,828,76.9,10.5,1,1,0,0,0,-2.5,-3.395
2520,309989011,828,76.9,10.5,1,1,0,1,0,-1.5,-1.538
2520,309989011,828,76.9,10.5,1,1,0,0,1,-0.5,-1.882
2520,309989011,828,76.9,10.5,1,1,0,0,2,0.5,-1.34
2520,309989011,828,76.9,10.5,1,1,0,0,3,1.5,-0.403
2520,309989011,828,76.9,10.5,1,1,0,0,4,2.5,1.354
2520,312874481,828,76.9,10.5,0,1,0,0,0,-1.5,-2.558
2520,312874481,828,76.9,10.5,0,1,0,0,1,-0.5,-0.716
2520,312874481,828,76.9,10.5,0,1,0,0,2,0.5,1.485
2520,312874481,828,76.9,10.5,0,1,0,0,3,1.5,2.034
2520,312874481,828,76.9,10.5,0,1,0,0,4,2.5,2.768
2520,312875291,828,76.9,10.5,0,1,0,0,0,-1.5,-1.218
2520,312875291,828,76.9,10.5,0,1,0,0,1,-0.5,-0.645
2520,312875291,828,76.9,10.5,0,1,0,0,2,0.5,0.463
2520,312875291,828,76.9,10.5,0,1,0,0,3,1.5,0.811
2520,312875291,828,76.9,10.5,0,1,0,0,4,2.5,1.407
2540,212674222,339,99.7,42.7,0,0,1,0,1,-0.5,-0.501
2540,212674222,339,99.7,42.7,0,0,1,0,2,0.5,0.852
2540,212674222,339,99.7,42.7,0,0,1,0,3,1.5,0.936
2540,212674222,339,99.7,42.7,0,0,1,0,4,2.5,1.623
2540,225972721,339,99.7,42.7,0,0,1,0,0,-1.5,0.644
2540,225972721,339,99.7,42.7,0,0,1,0,1,-0.5,3.512
2540,225972721,339,99.7,42.7,0,0,1,0,2,0.5,2.43
2540,225972721,339,99.7,42.7,0,0,1,0,3,1.5,2.376
2540,225972721,339,99.7,42.7,0,0,1,0,4,2.5,3.28
2540,265687731,339,99.7,42.7,0,0,1,0,0,-1.5,-1.772
2540,265687731,339,99.7,42.7,0,0,1,0,1,-0.5,-0.501
2540,265687731,339,99.7,42.7,0,0,1,0,2,0.5,0.227
2540,265687731,339,99.7,42.7,0,0,1,0,3,1.5,1.421
2540,265687731,339,99.7,42.7,0,0,1,0,4,2.5,2.6
2540,265690952,339,99.7,42.7,1,0,0,0,1,-0.5,-0.716
2540,265690952,339,99.7,42.7,1,0,0,0,2,0.5,-1.34
2540,265690952,339,99.7,42.7,1,0,0,0,3,1.5,-0.834
2540,265690952,339,99.7,42.7,1,0,0,0,4,2.5,0.749
2540,265700931,339,99.7,42.7,0,0,1,0,0,-2.5,-3.232
2540,265700931,339,99.7,42.7,0,0,1,1,0,-1.5,-2.558
2540,265700931,339,99.7,42.7,0,0,1,0,1,-0.5,-1.631
2540,265700931,339,99.7,42.7,0,0,1,0,2,0.5,-1.132
2540,265702201,339,99.7,42.7,1,0,1,0,0,-1.5,-2.558
2540,265702201,339,99.7,42.7,1,0,1,0,1,-0.5,-1.819
2540,265702201,339,99.7,42.7,1,0,1,0,2,0.5,-1.894
2540,271349391,339,99.7,42.7,0,0,1,0,0,-1.5,-1.276
2540,271349391,339,99.7,42.7,0,0,1,0,1,-0.5,-0.501
2540,271349391,339,99.7,42.7,0,0,1,0,2,0.5,-0.419
2540,271349391,339,99.7,42.7,0,0,1,0,3,1.5,-0.086
2540,271349391,339,99.7,42.7,0,0,1,0,4,2.5,0.997
2540,292566752,339,99.7,42.7,0,0,1,0,2,0.5,0.852
2540,292566752,339,99.7,42.7,0,0,1,0,3,1.5,2.034
2540,292566752,339,99.7,42.7,0,0,1,0,4,2.5,1.912
2540,293185141,339,99.7,42.7,1,0,0,0,0,-1.5,-3.068
2540,293185141,339,99.7,42.7,1,0,0,0,1,-0.5,-1.25
2540,293185141,339,99.7,42.7,1,0,0,0,2,0.5,-0.623
2540,293185141,339,99.7,42.7,1,0,0,0,3,1.5,0.573
2540,293185141,339,99.7,42.7,1,0,0,0,4,2.5,0.947
2540,298727751,339,99.7,42.7,0,0,1,0,0,-1.5,-1.538
2540,298727751,339,99.7,42.7,0,0,1,0,1,-0.5,-1.568
2540,298727751,339,99.7,42.7,0,0,1,0,2,0.5,-0.928
2540,298727751,339,99.7,42.7,0,0,1,0,3,1.5,-0.192
2540,298727751,339,99.7,42.7,0,0,1,0,4,2.5,1.568
2540,298729881,339,99.7,42.7,0,0,0,0,0,-1.5,-0.974
2540,298729881,339,99.7,42.7,0,0,0,0,1,-0.5,-0.427
2540,298729881,339,99.7,42.7,0,0,0,0,2,0.5,0.463
2540,298730461,339,99.7,42.7,0,0,0,0,0,-1.5,-2.377
2540,298730461,339,99.7,42.7,0,0,0,0,1,-0.5,-0.716
2540,298730461,339,99.7,42.7,0,0,0,0,2,0.5,-0.211
2540,298730461,339,99.7,42.7,0,0,0,0,3,1.5,1.202
2540,298730461,339,99.7,42.7,0,0,0,0,4,2.5,2.3
2540,298730701,339,99.7,42.7,0,0,1,0,0,-1.5,-2.225
2540,298730701,339,99.7,42.7,0,0,1,0,1,-0.5,-0.501
2540,298730701,339,99.7,42.7,0,0,1,0,2,0.5,0.716
2540,298730701,339,99.7,42.7,0,0,1,0,3,1.5,1.202
2540,298730701,339,99.7,42.7,0,0,1,0,4,2.5,1.514
2540,298737042,339,99.7,42.7,1,0,1,0,2,0.5,-0.928
2540,298737042,339,99.7,42.7,1,0,1,0,3,1.5,0.182
2540,298737042,339,99.7,42.7,1,0,1,0,4,2.5,-0.116
2540,303879371,339,99.7,42.7,0,0,0,0,0,-1.5,0.329
2540,303879371,339,99.7,42.7,0,0,0,0,1,-0.5,1.36
2540,303879371,339,99.7,42.7,0,0,0,0,2,0.5,1.678
2540,305178302,339,99.7,42.7,1,0,1,0,1,-0.5,-0.351
2540,305178302,339,99.7,42.7,1,0,1,0,2,0.5,0.114
2540,305178302,339,99.7,42.7,1,0,1,0,3,1.5,1.421
2540,305178302,339,99.7,42.7,1,0,1,0,4,2.5,1.852
2540,309420861,339,99.7,42.7,0,0,0,0,0,-1.5,-1.384
2540,309420861,339,99.7,42.7,0,0,0,0,1,-0.5,0.058
2540,309420861,339,99.7,42.7,0,0,0,0,2,0.5,0.852
2560,252212571,511,94.3,28.6,0,1,0,0,0,-1.5,-0.497
2560,252212571,511,94.3,28.6,0,1,0,0,1,-0.5,0.058
2560,252212571,511,94.3,28.6,0,1,0,0,2,0.5,1.309
2560,252212571,511,94.3,28.6,0,1,0,0,3,1.5,1.001
2560,252212571,511,94.3,28.6,0,1,0,0,4,2.5,1.148
2560,252212731,511,94.3,28.6,1,1,0,0,0,-1.5,-1.987
2560,252212731,511,94.3,28.6,1,1,0,0,1,-0.5,-0.574
2560,252212731,511,94.3,28.6,1,1,0,0,2,0.5,-1.03
2560,252212731,511,94.3,28.6,1,1,0,0,3,1.5,-0.616
2560,252213031,511,94.3,28.6,1,1,0,0,0,-1.5,-0.974
2560,252213031,511,94.3,28.6,1,1,0,0,1,-0.5,-2.009
2560,252213031,511,94.3,28.6,1,1,0,0,2,0.5,-1.446
2560,252213031,511,94.3,28.6,1,1,0,0,3,1.5,-1.357
2560,252213031,511,94.3,28.6,1,1,0,0,4,2.5,-0.702
2560,252214001,511,94.3,28.6,1,1,0,0,0,-1.5,-2.732
2560,252214001,511,94.3,28.6,1,1,0,1,0,-0.5,-2.097
2560,252214001,511,94.3,28.6,1,1,0,0,1,0.5,-0.827
2560,252214001,511,94.3,28.6,1,1,0,0,2,1.5,-1.063
2560,252214431,511,94.3,28.6,1,1,0,0,0,-1.5,0.644
2560,252214431,511,94.3,28.6,1,1,0,0,1,-0.5,-2.2
2560,252214431,511,94.3,28.6,1,1,0,0,2,0.5,-1.555
2560,252214431,511,94.3,28.6,1,1,0,0,3,1.5,-1.484
2560,252214431,511,94.3,28.6,1,1,0,0,4,2.5,-0.455
2560,252214781,511,94.3,28.6,0,1,0,0,0,-1.5,-1.276
2560,252214781,511,94.3,28.6,0,1,0,0,1,-0.5,-2.461
2560,252214781,511,94.3,28.6,0,1,0,0,2,0.5,-1.665
2560,252215081,511,94.3,28.6,1,1,0,0,0,-1.5,-0.126
2560,252215081,511,94.3,28.6,1,1,0,0,1,-0.5,-1.054
2560,252215081,511,94.3,28.6,1,1,0,0,2,0.5,-2.406
2560,252215081,511,94.3,28.6,1,1,0,0,3,1.5,-0.834
2560,252215911,511,94.3,28.6,0,1,0,0,0,-2.5,-3.232
2560,252215911,511,94.3,28.6,0,1,0,1,0,-1.5,-1.464
2560,252215911,511,94.3,28.6,0,1,0,0,1,-0.5,-1.819
2560,252215911,511,94.3,28.6,0,1,0,0,2,0.5,-1.446
2560,252215911,511,94.3,28.6,0,1,0,0,3,1.5,-0.725
2560,252215911,511,94.3,28.6,0,1,0,0,4,2.5,0.551
2560,252216561,511,94.3,28.6,1,1,0,0,0,-1.5,-1.384
2560,252216561,511,94.3,28.6,1,1,0,0,1,-0.5,0.148
2560,252216561,511,94.3,28.6,1,1,0,0,2,0.5,0.587
2560,252216561,511,94.3,28.6,1,1,0,0,3,1.5,0.751
2560,252216561,511,94.3,28.6,1,1,0,0,4,2.5,1.794
2560,252216991,511,94.3,28.6,0,1,0,0,0,-1.5,1.375
2560,252216991,511,94.3,28.6,0,1,0,0,1,-0.5,-2.265
2560,252216991,511,94.3,28.6,0,1,0,0,2,0.5,-1.34
2560,252216991,511,94.3,28.6,0,1,0,1,2,1.5,-0.943
2560,252216991,511,94.3,28.6,0,1,0,0,3,2.5,-0.537
2560,252217371,511,94.3,28.6,1,1,0,0,0,-1.5,-1.83
2560,252217371,511,94.3,28.6,1,1,0,0,1,-0.5,-0.716
2560,252217371,511,94.3,28.6,1,1,0,0,2,0.5,-0.316
2560,252217371,511,94.3,28.6,1,1,0,0,3,1.5,0.021
2560,252217371,511,94.3,28.6,1,1,0,0,4,2.5,0.848
2560,252217881,511,94.3,28.6,1,1,0,0,0,-1.5,-2.162
2560,252217881,511,94.3,28.6,1,1,0,0,1,-0.5,-0.716
2560,252217881,511,94.3,28.6,1,1,0,0,2,0.5,-0.419
2560,252217881,511,94.3,28.6,1,1,0,0,3,1.5,0.237
2560,252217881,511,94.3,28.6,1,1,0,0,4,2.5,1.25
2560,252218261,511,94.3,28.6,1,1,0,0,0,-1.5,-1.966
2560,252218261,511,94.3,28.6,1,1,0,0,1,-0.5,-1.505
2560,252218261,511,94.3,28.6,1,1,0,0,2,0.5,-0.316
2560,252218261,511,94.3,28.6,1,1,0,0,3,1.5,-0.509
2560,252218261,511,94.3,28.6,1,1,0,0,4,2.5,0.301
2560,252218501,511,94.3,28.6,1,1,0,0,0,-1.5,-2.657
2560,252218501,511,94.3,28.6,1,1,0,0,1,-0.5,-2.528
2560,252218501,511,94.3,28.6,1,1,0,0,2,0.5,-1.555
2560,252218501,511,94.3,28.6,1,1,0,0,3,1.5,-0.509
2560,252218501,511,94.3,28.6,1,1,0,0,4,2.5,0.402
2560,252219231,511,94.3,28.6,1,1,0,0,0,-1.5,-1.966
2560,252219231,511,94.3,28.6,1,1,0,0,1,-0.5,-0.501
2560,252219231,511,94.3,28.6,1,1,0,0,2,0.5,0.343
2560,252219231,511,94.3,28.6,1,1,0,0,3,1.5,-0.403
2560,252219231,511,94.3,28.6,1,1,0,0,4,2.5,0.897
2560,252219311,511,94.3,28.6,1,1,0,0,0,-1.5,-0.365
2560,252219311,511,94.3,28.6,1,1,0,0,1,-0.5,0.905
2560,252219311,511,94.3,28.6,1,1,0,0,2,0.5,2.14
2560,252219311,511,94.3,28.6,1,1,0,0,3,1.5,1.273
2560,252219311,511,94.3,28.6,1,1,0,0,4,2.5,1.568
2560,252219581,511,94.3,28.6,0,1,0,0,0,-1.5,-1.689
2560,252219581,511,94.3,28.6,0,1,0,0,1,-0.5,0.058
2560,252219581,511,94.3,28.6,0,1,0,0,2,0.5,0.716
2560,252220161,511,94.3,28.6,1,1,0,0,0,-1.5,-1.303
2560,252220161,511,94.3,28.6,1,1,0,0,1,-0.5,-0.028
2560,252220161,511,94.3,28.6,1,1,0,0,2,0.5,-1.03
2560,252220161,511,94.3,28.6,1,1,0,0,3,1.5,-0.35
2560,252220161,511,94.3,28.6,1,1,0,0,4,2.5,0.2
2560,267943821,511,94.3,28.6,0,1,0,0,0,-1.5,-3.592
2560,267943821,511,94.3,28.6,0,1,0,0,1,-0.5,-2.33
2560,267943821,511,94.3,28.6,0,1,0,0,2,0.5,-1.778
2560,267943821,511,94.3,28.6,0,1,0,1,2,1.5,-1.243
2560,267943821,511,94.3,28.6,0,1,0,0,3,2.5,-0.989
2560,269457121,511,94.3,28.6,1,1,0,0,0,-1.5,0.644
2560,269457121,511,94.3,28.6,1,1,0,0,1,-0.5,-2.33
2560,269457121,511,94.3,28.6,1,1,0,0,2,0.5,-1.132
2560,269457121,511,94.3,28.6,1,1,0,0,3,1.5,-0.834
2560,269457121,511,94.3,28.6,1,1,0,0,4,2.5,0.251
2560,270220732,511,94.3,28.6,1,1,0,0,2,0.5,-1.03
2560,270220732,511,94.3,28.6,1,1,0,0,3,1.5,0.128
2560,270220732,511,94.3,28.6,1,1,0,0,4,2.5,1.302
2560,276076081,511,94.3,28.6,1,1,0,0,0,-1.5,-0.942
2560,276076081,511,94.3,28.6,1,1,0,0,1,-0.5,0.439
2560,276076081,511,94.3,28.6,1,1,0,0,2,0.5,0.587
2560,276076081,511,94.3,28.6,1,1,0,0,3,1.5,0.691
2560,276076081,511,94.3,28.6,1,1,0,0,4,2.5,1.46
2560,276082481,511,94.3,28.6,1,1,0,0,0,-1.5,-0.365
2560,276082481,511,94.3,28.6,1,1,0,0,1,-0.5,-0.988
2560,276082481,511,94.3,28.6,1,1,0,0,2,0.5,-1.446
2560,276082481,511,94.3,28.6,1,1,0,0,3,1.5,0.074
2560,280399212,511,94.3,28.6,1,1,0,0,1,-0.5,-1.25
2560,280399212,511,94.3,28.6,1,1,0,0,2,0.5,-1.236
2560,280399212,511,94.3,28.6,1,1,0,0,3,1.5,-0.456
2560,283029832,511,94.3,28.6,0,1,0,0,1,-0.5,-1.694
2560,283029832,511,94.3,28.6,0,1,0,0,2,0.5,0.114
2560,283029832,511,94.3,28.6,0,1,0,0,3,1.5,-0.139
2560,283029832,511,94.3,28.6,0,1,0,0,4,2.5,0.601
2560,285930311,511,94.3,28.6,0,1,0,0,0,-1.5,-1.384
2560,285930311,511,94.3,28.6,0,1,0,0,1,-0.5,0.658
2560,285930311,511,94.3,28.6,0,1,0,0,2,0.5,0.852
2560,285930821,511,94.3,28.6,1,1,0,0,0,-1.5,-1.83
2560,285930821,511,94.3,28.6,1,1,0,0,1,-0.5,-0.028
2560,285930821,511,94.3,28.6,1,1,0,0,2,0.5,0.343
2560,285930821,511,94.3,28.6,1,1,0,0,3,1.5,0.873
2560,285931471,511,94.3,28.6,1,1,0,0,0,-1.5,-2.032
2560,285931471,511,94.3,28.6,1,1,0,0,1,-0.5,-1.694
2560,285931471,511,94.3,28.6,1,1,0,0,2,0.5,0.114
2560,292754911,511,94.3,28.6,0,1,0,0,0,-1.5,-0.619
2560,292754911,511,94.3,28.6,0,1,0,0,1,-0.5,0.439
2560,292754911,511,94.3,28.6,0,1,0,0,2,0.5,2.43
2560,292754911,511,94.3,28.6,0,1,0,0,3,1.5,1.934
2560,292754911,511,94.3,28.6,0,1,0,0,4,2.5,2.6
2560,295930353,511,94.3,28.6,0,1,0,0,1,-0.5,-1.185
2560,295930353,511,94.3,28.6,0,1,0,0,2,0.5,0.463
2560,295930353,511,94.3,28.6,0,1,0,0,3,1.5,0.403
2560,295930353,511,94.3,28.6,0,1,0,0,4,2.5,1.852
2560,299397051,511,94.3,28.6,0,1,0,0,0,-1.5,-3.268
2560,299397051,511,94.3,28.6,0,1,0,0,1,-0.5,-0.854
2560,299397051,511,94.3,28.6,0,1,0,0,2,0.5,-0.928
2560,299397051,511,94.3,28.6,0,1,0,0,3,1.5,-0.889
2560,299397051,511,94.3,28.6,0,1,0,0,4,2.5,-0.281
2560,301050872,511,94.3,28.6,0,1,0,0,2,0.5,-1.236
2560,301050872,511,94.3,28.6,0,1,0,0,3,1.5,-0.67
2560,301050872,511,94.3,28.6,0,1,0,0,4,2.5,-0.116
2560,302136292,511,94.3,28.6,1,1,0,0,1,-0.5,-1.12
2560,302136292,511,94.3,28.6,1,1,0,0,2,0.5,-0.522
2560,302136292,511,94.3,28.6,1,1,0,0,3,1.5,0.292
2560,302136292,511,94.3,28.6,1,1,0,0,4,2.5,1.098
2560,303526962,511,94.3,28.6,0,1,0,0,1,-0.5,-0.028
2560,303526962,511,94.3,28.6,0,1,0,0,2,0.5,0.003
2560,303526962,511,94.3,28.6,0,1,0,0,3,1.5,-0.35
2560,303526962,511,94.3,28.6,0,1,0,0,4,2.5,0.452
2560,303672352,511,94.3,28.6,0,1,0,0,2,0.5,0.114
2560,303672352,511,94.3,28.6,0,1,0,0,3,1.5,0.403
2560,303672352,511,94.3,28.6,0,1,0,0,4,2.5,1.407
2560,304596603,511,94.3,28.6,0,1,0,1,1,0.5,-1.41
2560,304596603,511,94.3,28.6,0,1,0,0,2,1.5,-1.123
2560,304596603,511,94.3,28.6,0,1,0,0,3,2.5,-1.168
2560,308789811,511,94.3,28.6,0,1,0,0,0,-1.5,-3.798
2560,308789811,511,94.3,28.6,0,1,0,0,1,-0.5,-0.854
2560,308789811,511,94.3,28.6,0,1,0,0,2,0.5,-0.928
2560,308789811,511,94.3,28.6,0,1,0,0,3,1.5,-0.086
2610,274294912,1222,90.8,46.9,1,1,0,0,2,0.5,-2.406
2610,274294912,1222,90.8,46.9,1,1,0,0,3,1.5,-1.235
2610,274294912,1222,90.8,46.9,1,1,0,0,4,2.5,-0.702
2610,274376131,1222,90.8,46.9,1,1,0,0,0,-1.5,-3.232
2610,274376131,1222,90.8,46.9,1,1,0,0,1,-0.5,-2.097
2610,274376131,1222,90.8,46.9,1,1,0,1,1,0.5,-1.874
2610,286345792,1222,90.8,46.9,1,1,0,0,2,0.5,-1.446
2610,286345792,1222,90.8,46.9,1,1,0,0,3,1.5,-0.616
2610,286345792,1222,90.8,46.9,1,1,0,0,4,2.5,0.044
2610,293363692,1222,90.8,46.9,0,1,0,0,1,-0.5,-1.505
2610,293363692,1222,90.8,46.9,0,1,0,1,1,0.5,-0.33
2610,293363692,1222,90.8,46.9,0,1,0,0,2,1.5,-1.364
2610,293363692,1222,90.8,46.9,0,1,0,0,3,2.5,1.138
2610,294993571,1222,90.8,46.9,1,1,0,0,0,-1.5,-0.942
2610,294993571,1222,90.8,46.9,1,1,0,0,1,-0.5,-0.351
2610,294993571,1222,90.8,46.9,1,1,0,0,2,0.5,0.716
2610,295498692,1222,90.8,46.9,1,1,0,0,1,-0.5,-1.819
2610,295498692,1222,90.8,46.9,1,1,0,0,2,0.5,-1.132
2610,295498692,1222,90.8,46.9,1,1,0,0,3,1.5,-0.086
2610,295498692,1222,90.8,46.9,1,1,0,0,4,2.5,0.402
2610,297204522,1222,90.8,46.9,1,1,0,0,1,-0.5,-1.384
2610,297204522,1222,90.8,46.9,1,1,0,0,2,0.5,-2.551
2610,297204522,1222,90.8,46.9,1,1,0,0,3,1.5,-1.484
2610,297204522,1222,90.8,46.9,1,1,0,0,4,2.5,-0.281
2610,299965392,1222,90.8,46.9,1,1,0,0,1,-0.5,-1.218
2610,299965392,1222,90.8,46.9,1,1,0,0,2,0.5,-1.894
2610,299965392,1222,90.8,46.9,1,1,0,0,3,1.5,-1.756
2610,299965392,1222,90.8,46.9,1,1,0,0,4,2.5,-0.396
2610,300045071,1222,90.8,46.9,1,1,0,0,0,-1.5,-3.068
2610,300045071,1222,90.8,46.9,1,1,0,0,1,-0.5,-1.694
2610,300045071,1222,90.8,46.9,1,1,0,0,2,0.5,-1.555
2610,300045071,1222,90.8,46.9,1,1,0,0,3,1.5,-0.244
2610,300045071,1222,90.8,46.9,1,1,0,0,4,2.5,0.044
2610,300906911,1222,90.8,46.9,0,1,0,0,0,-1.5,-2.732
2610,300906911,1222,90.8,46.9,0,1,0,0,1,-0.5,-0.273
2610,300906911,1222,90.8,46.9,0,1,0,0,2,0.5,-0.211
2610,300906911,1222,90.8,46.9,0,1,0,0,3,1.5,-0.086
2610,300906911,1222,90.8,46.9,0,1,0,0,4,2.5,0.352
2610,300938602,1222,90.8,46.9,0,1,0,0,2,0.5,-1.778
2610,300938602,1222,90.8,46.9,0,1,0,0,3,1.5,-0.616
2610,300938602,1222,90.8,46.9,0,1,0,0,4,2.5,-0.17
2610,301612112,1222,90.8,46.9,0,1,0,0,2,0.5,-2.015
2610,301612112,1222,90.8,46.9,0,1,0,0,3,1.5,0.182
