schoolid,sex,pped,repeated_grade,msesc
30520,girl,yes,no,0.15
30520,girl,yes,no,0.15
30520,girl,yes,no,0.15
30520,girl,yes,no,0.15
30520,girl,yes,no,0.15
30520,girl,yes,no,0.15
30520,girl,yes,no,0.15
30520,girl,yes,no,0.15
30520,girl,yes,no,0.15
30520,girl,yes,no,0.15
30520,girl,yes,no,0.15
30520,boy,no,no,0.15
30520,boy,no,no,0.15
30520,boy,no,no,0.15
30520,boy,yes,no,0.15
30520,boy,yes,no,0.15
30520,boy,yes,no,0.15
30520,boy,yes,no,0.15
30520,boy,yes,no,0.15
30520,boy,yes,no,0.15
30520,boy,yes,no,0.15
30520,boy,yes,no,0.15
30520,boy,yes,no,0.15
30520,boy,yes,no,0.15
30520,boy,yes,yes,0.15
30521,girl,no,no,0.17
30521,girl,yes,no,0.17
30521,girl,yes,no,0.17
30521,girl,yes,no,0.17
30521,girl,yes,no,0.17
30521,girl,yes,no,0.17
30521,girl,yes,no,0.17
30521,girl,yes,no,0.17
30521,girl,yes,no,0.17
30521,girl,yes,no,0.17
30521,girl,yes,no,0.17
30521,girl,yes,no,0.17
30521,girl,yes,no,0.17
30521,girl,yes,no,0.17
30521,girl,yes,no,0.17
30521,girl,yes,yes,0.17
30521,girl,yes,yes,0.17
30521,boy,yes,no,0.17
30521,boy,yes,no,0.17
30521,boy,yes,no,0.17
30521,boy,yes,no,0.17
30521,boy,yes,no,0.17
30521,boy,yes,no,0.17
30521,boy,yes,no,0.17
30521,boy,yes,yes,0.17
30522,girl,no,no,0.24
30522,girl,yes,no,0.24
30522,girl,yes,no,0.24
30522,girl,yes,no,0.24
30522,girl,yes,no,0.24
30522,girl,yes,no,0.24
30522,girl,yes,no,0.24
30522,girl,yes,no,0.24
30522,girl,yes,no,0.24
30522,girl,yes,no,0.24
30522,girl,yes,no,0.24
30522,girl,yes,no,0.24
30522,girl,yes,no,0.24
30522,girl,yes,no,0.24
30522,boy,no,no,0.24
30522,boy,yes,no,0.24
30522,boy,yes,no,0.24
30522,boy,yes,no,0.24
30522,boy,yes,no,0.24
30522,boy,yes,no,0.24
30522,boy,yes,no,0.24
30522,boy,yes,no,0.24
30522,boy,yes,no,0.24
30522,boy,yes,no,0.24
30522,boy,yes,no,0.24
30522,boy,yes,yes,0.24
30523,girl,yes,no,-0.15
30523,girl,yes,no,-0.15
30523,girl,yes,no,-0.15
30523,girl,yes,no,-0.15
30523,girl,yes,no,-0.15
30523,girl,yes,no,-0.15
30523,girl,yes,no,-0.15
30523,girl,yes,no,-0.15
30523,boy,no,no,-0.15
30523,boy,no,no,-0.15
30523,boy,no,no,-0.15
30523,boy,yes,no,-0.15
30523,boy,yes,no,-0.15
30523,boy,yes,no,-0.15
30523,boy,yes,no,-0.15
30523,boy,yes,no,-0.15
30523,boy,yes,no,-0.15
30523,boy,yes,no,-0.15
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,no,-0.04
30525,girl,yes,yes,-0.04
30525,boy,yes,no,-0.04
30525,boy,yes,no,-0.04
30525,boy,yes,no,-0.04
30525,boy,yes,no,-0.04
30525,boy,yes,no,-0.04
30525,boy,yes,no,-0.04
30525,boy,yes,no,-0.04
30526,girl,no,no,0.13
30526,girl,no,no,0.13
30526,girl,no,no,0.13
30526,girl,yes,no,0.13
30526,girl,yes,no,0.13
30526,girl,yes,no,0.13
30526,girl,yes,no,0.13
30526,girl,yes,no,0.13
30526,girl,yes,no,0.13
30526,girl,yes,yes,0.13
30526,girl,yes,yes,0.13
30526,boy,no,no,0.13
30526,boy,no,no,0.13
30526,boy,no,no,0.13
30526,boy,no,no,0.13
30526,boy,no,no,0.13
30526,boy,no,no,0.13
30526,boy,no,no,0.13
30526,boy,no,no,0.13
30526,boy,no,yes,0.13
30526,boy,no,yes,0.13
30526,boy,yes,no,0.13
30526,boy,yes,no,0.13
30526,boy,yes,no,0.13
30526,boy,yes,no,0.13
30627,girl,no,no,-0.39
30627,girl,no,no,-0.39
30627,girl,no,no,-0.39
30627,girl,no,no,-0.39
30627,girl,no,no,-0.39
30627,girl,no,no,-0.39
30627,girl,no,no,-0.39
30627,girl,no,no,-0.39
30627,girl,no,no,-0.39
30627,girl,no,no,-0.39
30627,girl,no,no,-0.39
30627,girl,no,yes,-0.39
30627,girl,no,yes,-0.39
30627,boy,no,no,-0.39
30627,boy,no,no,-0.39
30627,boy,no,no,-0.39
30627,boy,no,no,-0.39
30627,boy,no,no,-0.39
30627,boy,no,no,-0.39
30627,boy,no,no,-0.39
30627,boy,no,no,-0.39
30627,boy,no,yes,-0.39
30627,boy,no,yes,-0.39
30627,boy,no,yes,-0.39
30627,boy,no,yes,-0.39
30628,girl,no,no,-0.37
30628,girl,no,no,-0.37
30628,girl,no,no,-0.37
30628,girl,no,no,-0.37
30628,girl,no,no,-0.37
30628,girl,no,no,-0.37
30628,girl,no,no,-0.37
30628,girl,no,no,-0.37
30628,girl,no,no,-0.37
30628,girl,no,no,-0.37
30628,girl,no,no,-0.37
30628,girl,no,no,-0.37
30628,girl,no,no,-0.37
30628,girl,no,yes,-0.37
30628,girl,no,yes,-0.37
30628,girl,no,yes,-0.37
30628,boy,no,no,-0.37
30628,boy,no,no,-0.37
30628,boy,no,no,-0.37
30628,boy,no,no,-0.37
30628,boy,no,no,-0.37
30628,boy,no,no,-0.37
30628,boy,no,no,-0.37
30628,boy,no,no,-0.37
30628,boy,no,no,-0.37
30628,boy,no,yes,-0.37
30628,boy,no,yes,-0.37
30628,boy,no,yes,-0.37
30629,girl,no,no,-0.62
30629,girl,no,no,-0.62
30629,girl,no,no,-0.62
30629,girl,no,no,-0.62
30629,girl,no,no,-0.62
30629,girl,no,no,-0.62
30629,girl,no,yes,-0.62
30629,girl,no,yes,-0.62
30629,girl,no,yes,-0.62
30629,boy,no,no,-0.62
30629,boy,no,no,-0.62
30629,boy,no,no,-0.62
30629,boy,no,no,-0.62
30629,boy,no,no,-0.62
30629,boy,no,no,-0.62
30629,boy,no,no,-0.62
30629,boy,no,no,-0.62
30629,boy,no,no,-0.62
30629,boy,no,no,-0.62
30629,boy,no,yes,-0.62
30629,boy,no,yes,-0.62
30629,boy,no,yes,-0.62
30629,boy,no,yes,-0.62
30630,girl,no,no,-0.26
30630,girl,no,no,-0.26
30630,girl,no,no,-0.26
30630,girl,yes,no,-0.26
30630,girl,yes,no,-0.26
30630,girl,yes,no,-0.26
30630,girl,yes,no,-0.26
30630,girl,yes,no,-0.26
30630,girl,yes,no,-0.26
30630,girl,yes,no,-0.26
30630,girl,yes,yes,-0.26
30630,boy,no,no,-0.26
30630,boy,no,no,-0.26
30630,boy,no,no,-0.26
30630,boy,no,no,-0.26
30630,boy,no,no,-0.26
30630,boy,no,yes,-0.26
30630,boy,no,yes,-0.26
30630,boy,yes,no,-0.26
30630,boy,yes,no,-0.26
30630,boy,yes,no,-0.26
30630,boy,yes,no,-0.26
30630,boy,yes,no,-0.26
30630,boy,yes,no,-0.26
30630,boy,yes,no,-0.26
30630,boy,yes,no,-0.26
40101,girl,no,no,0.28
40101,girl,yes,no,0.28
40101,girl,yes,no,0.28
40101,girl,yes,no,0.28
40101,girl,yes,no,0.28
40101,girl,yes,no,0.28
40101,girl,yes,no,0.28
40101,girl,yes,no,0.28
40101,girl,yes,no,0.28
40101,girl,yes,yes,0.28
40101,girl,yes,yes,0.28
40101,girl,yes,yes,0.28
40101,boy,no,no,0.28
40101,boy,no,no,0.28
40101,boy,no,yes,0.28
40101,boy,yes,no,0.28
40101,boy,yes,no,0.28
40101,boy,yes,no,0.28
40101,boy,yes,no,0.28
40101,boy,yes,yes,0.28
40102,girl,no,no,-0.39
40102,girl,no,no,-0.39
40102,girl,no,yes,-0.39
40102,girl,yes,no,-0.39
40102,girl,yes,no,-0.39
40102,girl,yes,no,-0.39
40102,girl,yes,no,-0.39
40102,girl,yes,no,-0.39
40102,girl,yes,no,-0.39
40102,girl,yes,no,-0.39
40102,girl,yes,no,-0.39
40102,girl,yes,no,-0.39
40102,girl,yes,yes,-0.39
40102,boy,yes,no,-0.39
40102,boy,yes,no,-0.39
40102,boy,yes,no,-0.39
40102,boy,yes,no,-0.39
40102,boy,yes,no,-0.39
40102,boy,yes,no,-0.39
40102,boy,yes,no,-0.39
40102,boy,yes,no,-0.39
40102,boy,yes,no,-0.39
40102,boy,yes,no,-0.39
40102,boy,yes,yes,-0.39
40203,girl,no,no,-0.21
40203,girl,no,no,-0.21
40203,girl,no,no,-0.21
40203,girl,no,no,-0.21
40203,girl,no,no,-0.21
40203,girl,no,no,-0.21
40203,girl,no,no,-0.21
40203,girl,no,no,-0.21
40203,girl,no,no,-0.21
40203,girl,no,no,-0.21
40203,girl,no,no,-0.21
40203,girl,no,no,-0.21
40203,girl,yes,no,-0.21
40203,boy,no,no,-0.21
40203,boy,no,no,-0.21
40203,boy,no,no,-0.21
40203,boy,no,no,-0.21
40203,boy,no,no,-0.21
40203,boy,no,no,-0.21
40203,boy,no,no,-0.21
40203,boy,no,yes,-0.21
40203,boy,no,yes,-0.21
40203,boy,yes,no,-0.21
40204,girl,no,no,0.06
40204,girl,no,no,0.06
40204,girl,no,no,0.06
40204,girl,no,no,0.06
40204,girl,no,no,0.06
40204,girl,no,no,0.06
40204,girl,no,no,0.06
40204,girl,no,no,0.06
40204,girl,no,no,0.06
40204,girl,no,no,0.06
40204,girl,no,no,0.06
40204,girl,no,yes,0.06
40204,girl,no,yes,0.06
40204,girl,yes,no,0.06
40204,girl,yes,no,0.06
40204,boy,no,no,0.06
40204,boy,no,no,0.06
40204,boy,no,no,0.06
40204,boy,no,no,0.06
40204,boy,no,no,0.06
40204,boy,no,yes,0.06
40204,boy,no,yes,0.06
40204,boy,no,yes,0.06
40204,boy,no,yes,0.06
40204,boy,no,yes,0.06
40205,girl,no,no,-0.15
40205,girl,no,no,-0.15
40205,girl,no,no,-0.15
40205,girl,no,no,-0.15
40205,girl,no,no,-0.15
40205,girl,no,no,-0.15
40205,girl,no,no,-0.15
40205,girl,no,no,-0.15
40205,girl,no,yes,-0.15
40205,girl,no,yes,-0.15
40205,girl,no,yes,-0.15
40205,girl,yes,no,-0.15
40205,girl,yes,no,-0.15
40205,boy,no,no,-0.15
40205,boy,no,no,-0.15
40205,boy,no,no,-0.15
40205,boy,no,no,-0.15
40205,boy,no,no,-0.15
40205,boy,no,no,-0.15
40205,boy,no,no,-0.15
40205,boy,no,yes,-0.15
40206,girl,no,no,-0.42
40206,girl,no,no,-0.42
40206,girl,no,no,-0.42
40206,girl,no,no,-0.42
40206,girl,no,no,-0.42
40206,girl,no,yes,-0.42
40206,girl,yes,no,-0.42
40206,girl,yes,no,-0.42
40206,boy,no,no,-0.42
40206,boy,no,no,-0.42
40206,boy,no,no,-0.42
40206,boy,no,no,-0.42
40206,boy,no,no,-0.42
40206,boy,no,no,-0.42
40206,boy,no,no,-0.42
40206,boy,no,no,-0.42
40206,boy,no,yes,-0.42
40206,boy,no,yes,-0.42
40206,boy,yes,no,-0.42
50101,girl,no,no,0.45
50101,girl,yes,no,0.45
50101,girl,yes,no,0.45
50101,girl,yes,no,0.45
50101,girl,yes,no,0.45
50101,girl,yes,no,0.45
50101,girl,yes,no,0.45
50101,girl,yes,no,0.45
50101,girl,yes,no,0.45
50101,girl,yes,no,0.45
50101,girl,yes,no,0.45
50101,girl,yes,no,0.45
50101,girl,yes,no,0.45
50101,girl,yes,no,0.45
50101,girl,yes,no,0.45
50101,girl,yes,yes,0.45
50101,girl,yes,yes,0.45
50101,boy,no,no,0.45
50101,boy,no,no,0.45
50101,boy,yes,no,0.45
50101,boy,yes,no,0.45
50101,boy,yes,no,0.45
50101,boy,yes,no,0.45
50101,boy,yes,no,0.45
50101,boy,yes,no,0.45
50101,boy,yes,no,0.45
50101,boy,yes,no,0.45
50101,boy,yes,no,0.45
50101,boy,yes,no,0.45
50102,girl,yes,no,0.43
50102,girl,yes,no,0.43
50102,girl,yes,no,0.43
50102,girl,yes,no,0.43
50102,girl,yes,no,0.43
50102,girl,yes,no,0.43
50102,girl,yes,no,0.43
50102,girl,yes,no,0.43
50102,girl,yes,no,0.43
50102,girl,yes,no,0.43
50102,girl,yes,no,0.43
50102,girl,yes,no,0.43
50102,girl,yes,no,0.43
50102,girl,yes,no,0.43
50102,boy,yes,no,0.43
50102,boy,yes,no,0.43
50102,boy,yes,no,0.43
50102,boy,yes,no,0.43
50102,boy,yes,no,0.43
50102,boy,yes,no,0.43
50102,boy,yes,no,0.43
50102,boy,yes,no,0.43
50102,boy,yes,no,0.43
50102,boy,yes,no,0.43
50102,boy,yes,no,0.43
50102,boy,yes,no,0.43
50203,girl,no,no,-0.18
50203,girl,no,no,-0.18
50203,girl,no,no,-0.18
50203,girl,no,no,-0.18
50203,girl,no,no,-0.18
50203,girl,no,no,-0.18
50203,girl,no,no,-0.18
50203,girl,yes,no,-0.18
50203,girl,yes,no,-0.18
50203,girl,yes,no,-0.18
50203,girl,yes,no,-0.18
50203,girl,yes,no,-0.18
50203,girl,yes,no,-0.18
50203,girl,yes,no,-0.18
50203,girl,yes,no,-0.18
50203,girl,yes,no,-0.18
50203,girl,yes,no,-0.18
50203,boy,no,no,-0.18
50203,boy,no,no,-0.18
50203,boy,no,no,-0.18
50203,boy,no,no,-0.18
50203,boy,yes,no,-0.18
50203,boy,yes,no,-0.18
50203,boy,yes,no,-0.18
50204,girl,no,no,0.62
50204,girl,no,no,0.62
50204,girl,no,no,0.62
50204,girl,no,yes,0.62
50204,girl,no,yes,0.62
50204,girl,yes,no,0.62
50204,girl,yes,no,0.62
50204,girl,yes,no,0.62
50204,girl,yes,no,0.62
50204,girl,yes,no,0.62
50204,girl,yes,no,0.62
50204,boy,no,no,0.62
50204,boy,no,no,0.62
50204,boy,no,no,0.62
50204,boy,no,no,0.62
50204,boy,no,yes,0.62
50204,boy,yes,no,0.62
50204,boy,yes,no,0.62
50204,boy,yes,no,0.62
50204,boy,yes,no,0.62
50205,girl,no,no,0.71
50205,girl,no,no,0.71
50205,girl,no,no,0.71
50205,girl,no,no,0.71
50205,girl,yes,no,0.71
50205,girl,yes,no,0.71
50205,girl,yes,no,0.71
50205,girl,yes,no,0.71
50205,girl,yes,no,0.71
50205,girl,yes,no,0.71
50205,girl,yes,no,0.71
50205,boy,no,no,0.71
50205,boy,no,no,0.71
50205,boy,yes,no,0.71
50205,boy,yes,no,0.71
50205,boy,yes,no,0.71
50205,boy,yes,no,0.71
50205,boy,yes,no,0.71
50205,boy,yes,no,0.71
50206,girl,no,no,0.18
50206,girl,no,no,0.18
50206,girl,no,no,0.18
50206,girl,yes,no,0.18
50206,girl,yes,no,0.18
50206,girl,yes,no,0.18
50206,girl,yes,no,0.18
50206,girl,yes,yes,0.18
50206,boy,no,no,0.18
50206,boy,no,no,0.18
50206,boy,no,no,0.18
50206,boy,no,no,0.18
50206,boy,no,no,0.18
50206,boy,no,yes,0.18
50206,boy,yes,no,0.18
50206,boy,yes,no,0.18
50206,boy,yes,no,0.18
50206,boy,yes,no,0.18
50206,boy,yes,no,0.18
50206,boy,yes,no,0.18
50206,boy,yes,no,0.18
50206,boy,yes,no,0.18
50206,boy,yes,no,0.18
50206,boy,yes,yes,0.18
50206,boy,yes,yes,0.18
50207,girl,no,no,0.6
50207,girl,no,no,0.6
50207,girl,no,no,0.6
50207,girl,yes,no,0.6
50207,girl,yes,no,0.6
50207,girl,yes,no,0.6
50207,boy,no,no,0.6
50207,boy,yes,no,0.6
50310,girl,no,no,-0.13
50310,girl,no,no,-0.13
50310,girl,no,no,-0.13
50310,girl,yes,no,-0.13
50310,girl,yes,no,-0.13
50310,girl,yes,no,-0.13
50310,girl,yes,no,-0.13
50310,girl,yes,no,-0.13
50310,boy,no,no,-0.13
50310,boy,no,no,-0.13
50310,boy,no,no,-0.13
50310,boy,no,yes,-0.13
50310,boy,yes,no,-0.13
50310,boy,yes,no,-0.13
50310,boy,yes,no,-0.13
50310,boy,yes,no,-0.13
50310,boy,yes,no,-0.13
50311,girl,no,no,0.1
50311,girl,no,no,0.1
50311,girl,no,no,0.1
50311,girl,no,no,0.1
50311,girl,no,no,0.1
50311,girl,no,no,0.1
50311,boy,no,no,0.1
50311,boy,no,no,0.1
50311,boy,no,no,0.1
50311,boy,no,no,0.1
50311,boy,no,no,0.1
50311,boy,no,no,0.1
50311,boy,no,no,0.1
50312,girl,no,no,-0.07
50312,girl,no,yes,-0.07
50312,girl,yes,no,-0.07
50312,girl,yes,no,-0.07
50312,girl,yes,no,-0.07
50312,girl,yes,no,-0.07
50312,girl,yes,no,-0.07
50312,girl,yes,yes,-0.07
50312,girl,yes,yes,-0.07
50312,boy,no,no,-0.07
50312,boy,no,no,-0.07
50312,boy,no,no,-0.07
50312,boy,yes,no,-0.07
50312,boy,yes,no,-0.07
50312,boy,yes,no,-0.07
50312,boy,yes,yes,-0.07
50313,girl,no,no,0.42
50313,girl,yes,no,0.42
50313,girl,yes,no,0.42
50313,girl,yes,no,0.42
50313,girl,yes,no,0.42
50313,girl,yes,no,0.42
50313,girl,yes,no,0.42
50313,boy,no,no,0.42
50313,boy,no,yes,0.42
50313,boy,yes,no,0.42
50313,boy,yes,no,0.42
50313,boy,yes,no,0.42
50313,boy,yes,no,0.42
50314,girl,no,no,0.13
50314,girl,no,no,0.13
50314,girl,no,no,0.13
50314,girl,no,no,0.13
50314,girl,no,no,0.13
50314,girl,yes,no,0.13
50314,girl,yes,no,0.13
50314,girl,yes,no,0.13
50314,girl,yes,no,0.13
50314,girl,yes,no,0.13
50314,girl,yes,no,0.13
50314,girl,yes,yes,0.13
50314,boy,no,no,0.13
50314,boy,yes,no,0.13
50314,boy,yes,no,0.13
50314,boy,yes,no,0.13
50314,boy,yes,no,0.13
50314,boy,yes,no,0.13
50314,boy,yes,no,0.13
50314,boy,yes,no,0.13
50314,boy,yes,no,0.13
50314,boy,yes,no,0.13
50314,boy,yes,no,0.13
50314,boy,yes,no,0.13
50314,boy,yes,no,0.13
50314,boy,yes,no,0.13
50314,boy,yes,no,0.13
50314,boy,yes,no,0.13
60101,girl,no,no,0.81
60101,girl,no,no,0.81
60101,girl,no,no,0.81
60101,girl,no,no,0.81
60101,girl,no,no,0.81
60101,girl,no,no,0.81
60101,girl,no,no,0.81
60101,girl,no,no,0.81
60101,girl,no,no,0.81
60101,girl,yes,no,0.81
60101,girl,yes,no,0.81
60101,girl,yes,no,0.81
60101,girl,yes,no,0.81
60101,girl,yes,no,0.81
60101,girl,yes,no,0.81
60101,girl,yes,no,0.81
60101,girl,yes,no,0.81
60101,girl,yes,no,0.81
60101,girl,yes,no,0.81
60101,girl,yes,yes,0.81
60101,boy,yes,no,0.81
60101,boy,yes,no,0.81
60101,boy,yes,no,0.81
60101,boy,yes,no,0.81
60202,girl,no,no,0.04
60202,girl,yes,no,0.04
60202,girl,yes,no,0.04
60202,girl,yes,no,0.04
60202,girl,yes,no,0.04
60202,girl,yes,no,0.04
60202,girl,yes,no,0.04
60202,boy,yes,no,0.04
60202,boy,yes,no,0.04
60303,girl,no,no,0.1
60303,girl,yes,no,0.1
60303,girl,yes,no,0.1
60303,girl,yes,no,0.1
60303,girl,yes,no,0.1
60303,girl,yes,no,0.1
60303,girl,yes,no,0.1
60303,girl,yes,no,0.1
60303,girl,yes,no,0.1
60303,girl,yes,no,0.1
60303,girl,yes,yes,0.1
60303,girl,yes,yes,0.1
60303,girl,yes,yes,0.1
60303,boy,yes,no,0.1
60303,boy,yes,no,0.1
60303,boy,yes,yes,0.1
60305,girl,no,yes,0.19
60305,girl,yes,no,0.19
60305,girl,yes,no,0.19
60305,girl,yes,no,0.19
60305,girl,yes,yes,0.19
60305,girl,yes,yes,0.19
60305,boy,no,no,0.19
60305,boy,no,yes,0.19
60305,boy,yes,no,0.19
60305,boy,yes,no,0.19
60305,boy,yes,no,0.19
60305,boy,yes,no,0.19
60305,boy,yes,yes,0.19
60305,boy,yes,yes,0.19
60306,girl,no,no,-0.03
60306,girl,yes,no,-0.03
60306,girl,yes,no,-0.03
60306,girl,yes,no,-0.03
60306,girl,yes,no,-0.03
60306,girl,yes,no,-0.03
60306,girl,yes,no,-0.03
60306,girl,yes,yes,-0.03
60306,boy,no,no,-0.03
60306,boy,no,yes,-0.03
60306,boy,yes,no,-0.03
60306,boy,yes,no,-0.03
60306,boy,yes,no,-0.03
60306,boy,yes,no,-0.03
60306,boy,yes,no,-0.03
60306,boy,yes,no,-0.03
60306,boy,yes,no,-0.03
60306,boy,yes,no,-0.03
60306,boy,yes,yes,-0.03
60306,boy,yes,yes,-0.03
60306,boy,yes,yes,-0.03
60307,girl,yes,no,0.17
60307,girl,yes,no,0.17
60307,girl,yes,no,0.17
60307,girl,yes,no,0.17
60307,girl,yes,no,0.17
60307,girl,yes,no,0.17
60307,girl,yes,no,0.17
60307,girl,yes,no,0.17
60307,girl,yes,no,0.17
60307,girl,yes,no,0.17
60307,girl,yes,no,0.17
60307,girl,yes,yes,0.17
60307,girl,yes,yes,0.17
60307,girl,yes,yes,0.17
60307,girl,yes,yes,0.17
60307,boy,no,no,0.17
60307,boy,no,yes,0.17
60307,boy,yes,no,0.17
60307,boy,yes,no,0.17
60307,boy,yes,no,0.17
60307,boy,yes,no,0.17
60307,boy,yes,no,0.17
60307,boy,yes,no,0.17
60307,boy,yes,no,0.17
60307,boy,yes,yes,0.17
60307,boy,yes,yes,0.17
60307,boy,yes,yes,0.17
60408,girl,yes,no,0.27
60408,girl,yes,no,0.27
60408,girl,yes,no,0.27
60408,girl,yes,yes,0.27
60408,girl,yes,yes,0.27
60408,girl,yes,yes,0.27
60408,boy,yes,no,0.27
60408,boy,yes,no,0.27
60408,boy,yes,no,0.27
60408,boy,yes,no,0.27
60408,boy,yes,no,0.27
60409,girl,no,no,-0.02
60409,girl,no,no,-0.02
60409,girl,no,yes,-0.02
60409,girl,yes,no,-0.02
60409,girl,yes,no,-0.02
60409,girl,yes,no,-0.02
60409,girl,yes,no,-0.02
60409,girl,yes,no,-0.02
60409,girl,yes,no,-0.02
60409,girl,yes,no,-0.02
60409,girl,yes,no,-0.02
60409,boy,no,no,-0.02
60409,boy,no,no,-0.02
60409,boy,yes,no,-0.02
60409,boy,yes,no,-0.02
60409,boy,yes,no,-0.02
60409,boy,yes,no,-0.02
60409,boy,yes,no,-0.02
60409,boy,yes,no,-0.02
60409,boy,yes,no,-0.02
60409,boy,yes,no,-0.02
60409,boy,yes,no,-0.02
60410,girl,no,no,0.35
60410,girl,no,no,0.35
60410,girl,no,no,0.35
60410,girl,no,no,0.35
60410,girl,no,no,0.35
60410,girl,no,yes,0.35
60410,girl,no,yes,0.35
60410,girl,no,yes,0.35
60410,girl,yes,no,0.35
60410,girl,yes,no,0.35
60410,girl,yes,no,0.35
60410,girl,yes,no,0.35
60410,girl,yes,no,0.35
60410,girl,yes,no,0.35
60410,girl,yes,no,0.35
60410,boy,no,no,0.35
60410,boy,no,no,0.35
60410,boy,no,no,0.35
60410,boy,no,no,0.35
60410,boy,yes,no,0.35
60410,boy,yes,no,0.35
60410,boy,yes,no,0.35
60410,boy,yes,no,0.35
60410,boy,yes,no,0.35
60410,boy,yes,no,0.35
60410,boy,yes,no,0.35
60410,boy,yes,yes,0.35
60410,boy,yes,yes,0.35
60411,girl,yes,no,0.19
60411,girl,yes,no,0.19
60411,girl,yes,no,0.19
60411,girl,yes,no,0.19
60411,girl,yes,no,0.19
60411,girl,yes,no,0.19
60411,girl,yes,no,0.19
60411,girl,yes,no,0.19
60411,girl,yes,no,0.19
60411,girl,yes,no,0.19
60411,boy,no,no,0.19
60411,boy,yes,no,0.19
60411,boy,yes,no,0.19
60411,boy,yes,no,0.19
60411,boy,yes,no,0.19
60411,boy,yes,no,0.19
60411,boy,yes,no,0.19
60411,boy,yes,no,0.19
60411,boy,yes,no,0.19
60411,boy,yes,no,0.19
60411,boy,yes,no,0.19
60411,boy,yes,no,0.19
60411,boy,yes,no,0.19
60411,boy,yes,yes,0.19
60412,girl,no,no,0.34
60412,girl,yes,no,0.34
60412,girl,yes,no,0.34
60412,girl,yes,no,0.34
60412,girl,yes,no,0.34
60412,girl,yes,no,0.34
60412,girl,yes,no,0.34
60412,girl,yes,no,0.34
60412,girl,yes,yes,0.34
60412,girl,yes,yes,0.34
60412,boy,no,no,0.34
60412,boy,no,no,0.34
60412,boy,yes,no,0.34
60412,boy,yes,no,0.34
60412,boy,yes,no,0.34
60412,boy,yes,no,0.34
60412,boy,yes,no,0.34
70101,girl,no,no,0.11
70101,girl,no,no,0.11
70101,girl,no,yes,0.11
70101,girl,yes,no,0.11
70101,girl,yes,no,0.11
70101,girl,yes,no,0.11
70101,girl,yes,no,0.11
70101,girl,yes,no,0.11
70101,girl,yes,no,0.11
70101,girl,yes,no,0.11
70101,girl,yes,no,0.11
70101,girl,yes,no,0.11
70101,girl,yes,no,0.11
70101,girl,yes,no,0.11
70101,boy,no,no,0.11
70101,boy,yes,no,0.11
70101,boy,yes,no,0.11
70101,boy,yes,no,0.11
70101,boy,yes,no,0.11
70101,boy,yes,no,0.11
70101,boy,yes,no,0.11
70101,boy,yes,no,0.11
70101,boy,yes,no,0.11
70101,boy,yes,no,0.11
70101,boy,yes,no,0.11
70101,boy,yes,yes,0.11
70101,boy,yes,yes,0.11
70101,boy,yes,yes,0.11
70102,girl,yes,no,0.19
70102,girl,yes,no,0.19
70102,girl,yes,no,0.19
70102,girl,yes,no,0.19
70102,girl,yes,no,0.19
70102,girl,yes,no,0.19
70102,girl,yes,no,0.19
70102,girl,yes,no,0.19
70102,girl,yes,no,0.19
70102,girl,yes,no,0.19
70102,girl,yes,no,0.19
70102,girl,yes,no,0.19
70102,girl,yes,no,0.19
70102,girl,yes,no,0.19
70102,boy,no,no,0.19
70102,boy,yes,no,0.19
70102,boy,yes,no,0.19
70102,boy,yes,no,0.19
70102,boy,yes,no,0.19
70102,boy,yes,no,0.19
70102,boy,yes,no,0.19
70102,boy,yes,no,0.19
70102,boy,yes,no,0.19
70102,boy,yes,no,0.19
70102,boy,yes,no,0.19
70102,boy,yes,no,0.19
70102,boy,yes,no,0.19
70102,boy,yes,no,0.19
70102,boy,yes,yes,0.19
70104,girl,no,no,-0.16
70104,girl,no,no,-0.16
70104,girl,no,yes,-0.16
70104,girl,yes,no,-0.16
70104,girl,yes,no,-0.16
70104,girl,yes,no,-0.16
70104,girl,yes,no,-0.16
70104,girl,yes,yes,-0.16
70104,girl,yes,yes,-0.16
70104,girl,yes,yes,-0.16
70104,boy,no,no,-0.16
70104,boy,yes,no,-0.16
70104,boy,yes,no,-0.16
70104,boy,yes,no,-0.16
70104,boy,yes,no,-0.16
70104,boy,yes,no,-0.16
70104,boy,yes,no,-0.16
70104,boy,yes,no,-0.16
70104,boy,yes,no,-0.16
70104,boy,yes,no,-0.16
70104,boy,yes,no,-0.16
70104,boy,yes,no,-0.16
70104,boy,yes,yes,-0.16
70105,girl,no,no,0.11
70105,girl,no,no,0.11
70105,girl,no,yes,0.11
70105,girl,yes,no,0.11
70105,boy,yes,no,0.11
70107,girl,no,no,0.03
70107,girl,no,no,0.03
70107,girl,yes,no,0.03
