distid,scid,sid,g3_fall,g3_winter,g3_spring,g4_fall,g4_winter,g4_spring,g5_fall,g5_winter,g5_spring
26,26-9,26-9-11,208.26539378038294,213.2028549744949,227.61300346398812,219.564433351931,222.1957235796881,225.56060079389724,229.1732096787477,228.4483199113131,240.29601599894215
26,26-9,26-9-12,196.9991842553038,204.5034262806536,215.39614076333422,201.6061185776241,219.95262600886088,229.99034110491715,227.0984883544376,230.37148113485176,242.79997608506156
26,26-9,26-9-13,194.01022208219084,207.3550143756381,204.9857780423385,211.36076363148916,224.24764087791104,217.54775565541183,226.43350279011403,234.10284177653992,239.86502060076543
26,26-9,26-9-14,189.12295774497602,204.57812317087485,212.95421527933442,213.4573280828375,214.54848681941394,217.67624608398535,218.25069556105444,220.8332509574834,234.49803091190523
26,26-9,26-9-15,184.56288591711885,185.50830527812886,193.40678689337938,192.52269799651495,194.26081025060563,214.83386582402682,204.02318916103994,199.20240933250017,215.32224247375106
26,26-9,26-9-16,208.81281307355255,220.07612007346344,229.52322455105255,222.35080210280498,234.4138856602583,239.51043070595418,233.52245634117781,240.7389662962984,255.47485672717463
26,26-9,26-9-17,181.36733846321218,199.62872329180138,194.2545383326655,202.0710100993143,209.93315784441697,217.79026624329978,210.2395546266426,228.28498609743923,217.40243433904973
26,26-9,26-9-18,186.6073747870925,207.41703221395716,204.29251658913438,197.80630011340838,210.12363358102363,213.32259554089143,216.53090296244395,211.8672290617224,229.80201476573808
26,26-9,26-9-19,189.99128298143307,199.5294700450011,209.58061593738552,196.79881101004324,204.81345227636993,209.7750720114637,210.28135303607755,206.95733727869015,231.2388940473867
26,26-9,26-9-20,204.37080831068727,202.8985411498863,210.5631446874206,212.97740946563883,221.29646343568004,229.1258281799775,225.4280268850604,231.93695749569935,234.91680981132092
26,26-9,26-9-21,210.97714993039332,210.3414013520813,218.8520324722771,208.16609198072982,222.72240149857302,217.09027369662985,223.1985370725956,226.1680285540455,232.9950221685931
26,26-9,26-9-22,199.02097262334834,198.91951550042964,201.69928213359205,209.6731225507465,214.37304389176842,214.97156638005066,218.95765024210357,235.3539606593052,233.522309651024
26,26-9,26-9-23,194.22371376076373,200.68405502572114,199.7438442543985,205.18269751604456,207.7267410939595,215.51175537520865,206.6683385769477,221.6320653069826,227.76704126524712
26,26-9,26-9-24,196.35377726041636,192.84341489454832,205.9707548841932,197.62691537896782,205.41776769511247,209.73500608002718,207.97752331436226,205.4569093134211,216.69839490635192
26,26-9,26-9-25,189.56302646774807,197.47602348899258,202.6369100249066,192.01732826179847,212.97584008588973,213.84766384081655,212.24836482184932,224.05772904388573,221.83172362853267
27,27-1,27-1-1,205.1179069721696,210.5306927828585,212.8340878042825,223.18621556027028,223.36421617253512,230.88391502712182,230.18670691803902,241.26388941590113,246.16419154017655
27,27-1,27-1-2,207.7835517560966,204.71143721623667,211.86696885403106,213.8496489701266,215.08376094821364,227.81876794222174,214.70384200989938,220.8506124103272,230.8753832059364
27,27-1,27-1-3,199.28139037824852,192.91315387312216,199.63971112233628,204.07462532314847,209.57102779117852,217.4303505114094,222.48005572753416,212.92473629340057,233.8096165898164
27,27-1,27-1-4,202.4087474320385,207.06528043391393,224.9665192699718,212.54888278402106,223.401696840467,235.10605613407057,227.2032958714782,237.17915833773037,245.66078254547472
27,27-1,27-1-5,209.22615530659965,216.01213645551644,214.09182622509576,227.25875199786782,235.52978088288566,239.92363523322734,250.1843509862768,258.8568860727387,266.4385510820355
27,27-1,27-1-6,196.4831341295779,208.30216257994374,216.70955171135157,219.50370357620787,217.39587161260476,225.86376372341988,219.31768235946154,235.31775509879805,235.85542595227062
27,27-1,27-1-7,213.18508831649225,221.81136357668888,230.33280326756216,221.97486375362425,237.87239192544652,237.9145727106262,243.48714529654399,245.93899030468424,259.6951465564269
27,27-1,27-1-8,190.05160256875408,183.49984174563193,200.66042061563678,203.76362718735004,192.28264268633922,210.39668999212097,206.6391653229359,220.2613059167838,219.18496218016514
27,27-1,27-1-9,189.03523649148195,202.6053378361245,200.4292539931999,209.08382975595597,198.6471106508073,209.87221130167853,217.6857777734081,224.02037139531808,222.55730643716515
27,27-1,27-1-10,197.46611530849648,194.35092942687845,198.7861172817473,199.54851476203368,214.3432563732213,207.77945882988385,200.22770233019335,215.0032556469337,225.92982373187223
27,27-1,27-1-11,195.853718391117,197.16432324036836,204.49780831236941,206.82406787201518,217.6939630106333,212.4299658424952,214.65491927337936,217.6054716784707,224.40946416356059
27,27-1,27-1-12,194.30415856393807,208.53416779871324,204.17725094699014,214.35565922887466,205.89048166246315,222.7590485749628,215.07753990682244,214.80254807015493,221.087241084095
27,27-1,27-1-13,205.10205894929675,213.31224781065518,225.35599171294598,227.27788658269841,233.7034174962791,230.56397961967764,246.6525087776987,250.9693318052313,254.87171618119584
27,27-1,27-1-14,205.04909127050473,224.8746978161613,222.2717913711043,223.60397137980908,225.32719441877884,244.68971083778672,236.22323983636835,262.4029435940435,265.56705384156345
27,27-1,27-1-15,205.36726451474289,217.11328812701436,218.0859810220699,214.67339903815966,226.4982383144939,232.0484751311681,228.35143436449292,238.4289868147149,245.07526213585453
27,27-1,27-1-16,207.70608024390594,206.52946265143902,224.65179595403717,225.069695498489,223.9991164403079,242.7044079014186,238.09066418807066,246.3153008927025,259.9434298623323
27,27-1,27-1-17,193.30195496442423,192.99985904144214,194.81074841889048,197.6903226910043,204.10561958418126,211.2744498931574,201.0635565124536,205.1210426620053,218.63570137493787
27,27-1,27-1-18,193.72156002228655,223.21003578503377,221.58032177667224,220.95774611677732,220.4788754162261,228.82307985123808,233.95273854924457,234.39560612572024,243.52949374997573
27,27-1,27-1-19,200.46500565623546,199.52314785067918,209.51671901164272,208.68032726368202,218.63370979242907,217.6772974489308,227.70294372904897,236.8835785505465,237.97980558824074
27,27-1,27-1-20,191.02615466591874,208.6035508199465,212.88394178300732,207.44969667694912,217.00182236463039,218.3746259325583,210.69690974662922,224.1441377853489,223.09706250110779
27,27-1,27-1-21,204.2993014417005,217.82581786117822,211.36209797680235,221.78044789237413,230.00680339734217,233.28204708837833,236.96227919556858,238.6714120400224,246.52115204890532
27,27-1,27-1-22,188.88929299105195,201.98145210133092,211.65969440102373,201.34517168622466,208.27780126146232,210.737805378752,212.87980585172156,222.6904096364407,221.08833651426255
27,27-1,27-1-23,181.65321348510167,187.66323484437066,186.34812013254862,200.28358122393692,204.78393075051454,209.14381304279013,203.25700225865407,209.80153431549073,215.74649684051383
27,27-1,27-1-24,202.18837221760938,206.4687681360666,217.49813290157425,203.53561277386896,217.49749395827286,215.60350421329804,216.2302963838595,232.58159062687704,233.2755945017002
27,27-1,27-1-25,203.87572512365736,203.1567422606054,197.97279735602046,203.6406018530698,213.33565416914576,219.52349707373293,214.60616271753554,212.84248258763157,228.54057159090544
27,27-2,27-2-1,206.03720013161873,209.16510292919847,209.2942190636625,216.16655682426304,225.96264856015293,229.98844025132618,226.7718912325029,244.11305885985985,248.01661293225806
27,27-2,27-2-2,172.5050959217287,185.4630106432303,190.77538607279197,194.07422251593434,193.07987694906544,194.84637031357184,192.4271638925011,199.79069839573037,206.5277583308552
27,27-2,27-2-3,207.5761339400456,209.57301858293386,221.7607393001882,215.77633036679944,227.36969759591202,232.4532947995692,233.04774710165773,242.77720466912385,254.33243258534645
27,27-2,27-2-4,193.61381866345596,203.65943185500484,206.66989120279473,203.8465097080164,209.40378486692157,218.3360011079809,218.05981643953203,219.2154884646531,228.90127334037157
27,27-2,27-2-5,199.31575693648608,213.02443354127962,214.7149856990098,210.22265342328117,220.48804741588026,227.4012489368537,224.11103763372228,236.68508885797934,242.21884103279697
27,27-2,27-2-6,176.60734505902752,187.69584733037888,184.8093877350321,180.37733254517917,194.32118110444387,194.5801155055929,201.0746035045383,197.67386684092477,204.33440002908566
27,27-2,27-2-7,194.70497424775502,183.87771985491747,200.33856056555246,202.3910272609355,210.12816799857353,217.07356268975215,209.03949422848396,217.37720842869194,227.15434863455155
27,27-2,27-2-8,186.05878738955238,195.080238579366,196.37346173802374,196.12467650790364,211.00277973269408,207.9102200590767,216.22615472140168,218.80873080984543,227.94004583456612
27,27-2,27-2-9,185.7068431440828,188.1893980485837,196.8161690323359,201.87633582098223,203.15990363292352,212.84635889332486,222.99760412948888,222.48424863814859,219.20053083821
27,27-2,27-2-10,189.30701674188737,192.80691341775724,200.88077193039038,204.90495345466877,212.62158624062235,216.81748169056596,216.22278944016466,218.4851777605718,224.9711421514185
27,27-2,27-2-11,181.19365203060914,182.9447400601039,192.60076454415497,186.98926119706064,194.14191959113666,207.73887405803055,199.21777149787033,208.2514864897295,214.97818159103264
27,27-2,27-2-12,203.18888299158937,205.8923255053898,216.22840133402755,211.93073386731822,222.12341574725,218.73529340160508,221.041260882703,233.43131631481302,233.19457013732168
27,27-2,27-2-13,191.69608444377224,189.226096598907,205.36344404101735,195.1298158137261,203.69287502841098,215.7482310948051,219.1620869986051,233.4006854148203,234.19333111965275
27,27-2,27-2-14,170.3574893038522,172.45617923733184,171.89081348649793,178.21945909558664,191.5594160043582,193.38428291665238,193.17168493793068,196.02187793851647,214.03496289032094
27,27-2,27-2-15,183.88449515913086,194.2717362047434,200.60753761743322,194.34243289786923,208.31195013094174,214.4760610959556,207.92546864415115,210.1933673593425,214.6512549060755
27,27-2,27-2-16,186.0890582584393,196.21038242799918,208.05867911460913,214.55933283696834,214.76423379024354,221.22068032971043,220.48179625881028,225.23245375595,240.71480247012215
27,27-2,27-2-17,197.2732866944987,220.42510838759156,219.3801156243913,216.65439498245948,219.0545635599068,227.15303238216177,235.75265383993477,241.98173040897123,244.40642402082622
27,27-2,27-2-18,203.3045580124091,212.15027160007992,214.16797983345884,220.70938456420845,222.30102004963098,225.43620051848566,223.14353783276775,231.41530877533597,239.90466212320203
27,27-2,27-2-19,198.9948584042807,190.93328844138674,212.51796466887566,211.9757450181182,212.058301246984,223.20056083590623,217.60942363077748,230.99139826839104,239.7505563026852
27,27-2,27-2-20,185.13877618777252,184.55371790346302,201.40796032854664,194.86745248446803,205.94627082874595,206.5326672263559,205.32340839672466,208.39469139650285,220.01645028456554
27,27-2,27-2-21,199.64555238273425,199.4703262615092,207.51204136803963,198.5548019968384,215.6403393120126,218.73187293163716,208.67633068129936,216.38078876726877,227.80196069931236
27,27-2,27-2-22,182.45090181336423,190.16236596484393,192.53281660637566,186.56526583178564,196.5089508229943,204.65450384709894,209.66697744520863,211.95260023502723,215.75483877819602
27,27-2,27-2-23,192.9144014035956,200.13363472487882,202.0340815802595,209.76468155510602,206.52999736300958,212.8780929288327,214.10977459358253,220.3951162937887,230.5374774936513
27,27-2,27-2-24,198.79232469006595,201.92304870818566,208.5788055358067,206.4424439581226,212.3048593710236,217.13041785695785,216.701999138938,228.64482920284468,234.22636888835913
27,27-2,27-2-25,177.79143263542943,189.64214600872364,188.24431597837133,187.5443637360646,197.06742630643524,199.70027943982467,191.60085558357568,203.41027088377635,208.5392466782561
27,27-3,27-3-1,190.9590598431649,191.79319398149383,206.6792289529351,190.39233683374502,207.99874320629465,200.4516034556629,208.14050659753812,202.99397870425364,220.94954597995235
27,27-3,27-3-2,165.4383420236114,174.30135901651215,184.23335732423743,176.7338444321044,182.1720595785097,189.19351627733002,178.9699444096465,195.79065456699684,187.7403931280571
27,27-3,27-3-3,191.7169046943947,187.62822356500493,204.60520725177668,192.89071866310059,205.1931845746753,218.41544804904956,206.82676767698706,219.7622783100911,220.20148723816757
27,27-3,27-3-4,177.93177034024532,185.28970291227574,199.0440682478503,199.72607157218386,204.88264476300262,214.77016105714486,211.39643025419852,218.47377535589865,226.55183882019872
27,27-3,27-3-5,187.9821080645988,198.73476273634913,203.68131730213878,206.95113382845238,214.1575221343232,210.64888593754782,206.67632778314416,219.09590635156994,225.06440241197458
27,27-3,27-3-6,189.86737427500523,198.2724183998705,212.3948571601208,204.67110762176304,222.05816915096156,216.70639149335221,234.43742401880533,231.87748803208723,247.31425323955366
27,27-3,27-3-7,197.88462875202356,188.77494337946038,204.24227211459993,197.47233962364743,210.4155020648356,202.37264916252246,212.67253064988313,212.7104071052511,213.4381267691824
27,27-3,27-3-8,179.29859635563523,192.92075058344545,199.39748011264297,203.73864027352704,209.2158438088162,214.72333525336734,220.09848305871108,216.5282594189949,220.2216932055234
27,27-3,27-3-9,199.37624061594084,207.97748408484233,206.10981089788368,195.25494932067963,204.66275158996018,209.7484429567635,192.90982608906046,192.54091432405897,207.97528796123814
27,27-3,27-3-10,194.14959486463968,202.15877306602513,206.06818109203377,208.4455578165709,213.7320745098147,225.12440904549368,222.2307480665591,236.6792240842396,237.60987242170407
27,27-3,27-3-11,193.60107894345487,203.13400230201592,208.7987855073127,199.25074392460604,211.65628520908663,214.06737600793645,214.25652818500174,225.85028738451948,220.70653461947904
27,27-3,27-3-12,184.64430876695295,189.64296926254738,189.91755460062188,188.99796917945085,199.3097753182372,190.40910212328797,191.10900553121186,190.91175072232866,210.04004374292413
27,27-3,27-3-13,204.1023337509424,204.69209768500065,213.56930804547642,203.34195178357024,217.42110341361064,213.7510821248672,225.56831795108099,220.67789714278987,229.49928611711738
27,27-3,27-3-14,184.46692628152707,194.4228862480177,202.4311721655429,214.09037146430353,214.95429730256484,213.2240592472309,211.32988187098002,212.11372920703053,226.02320088486357
27,27-3,27-3-15,201.82994593616357,201.84991282175247,209.19116980388944,198.6380121604928,204.05739282233694,210.77953933414807,214.49091550061237,208.18176505448827,227.75218961364172
27,27-3,27-3-16,173.24631231733005,186.21581710670506,188.2657597482117,185.5381854999973,198.01492162331448,203.30291279691983,194.2398061562332,205.49441120781987,215.07655145335315
27,27-3,27-3-17,195.57387835484317,201.2590382383759,202.07933602305127,204.69513147653493,208.6078657531166,217.06399423061552,211.16095732830286,226.6518270478831,233.58227091375514
27,27-3,27-3-18,177.3121403781123,186.77951693395514,193.70868953328863,187.4117729646261,202.57411000530732,199.01373370741524,197.90461892101484,206.70346607425918,215.06097738266186
27,27-3,27-3-19,205.68897775695427,218.41462560326582,221.95224608803403,215.89574683296794,215.44724702647537,229.97919398031712,227.42194738398578,232.9606736401499,248.2191905457133
27,27-3,27-3-20,196.25448957168928,191.71775822439213,190.3611718114976,193.1458718204351,198.38308597041868,190.19703496051883,194.30401999824824,197.03099415168373,200.3041008217369
27,27-3,27-3-21,194.61062472624053,198.55472294453133,204.78313888641773,196.26860135373883,208.55258164826967,208.63296630012215,206.13500950089315,207.5089664387308,221.05446229370978
27,27-3,27-3-22,171.07210775979217,172.58044461652656,179.8246473517912,170.9830332755569,179.58871657617877,171.4961773946619,172.15166932287423,178.35367758518208,184.21258399931244
27,27-3,27-3-23,170.22308109771882,180.3046656992073,177.32234909650705,184.55634739055864,188.58595223347908,191.95831856548932,184.8221228668444,193.10727274610497,195.38240630327138
27,27-3,27-3-24,184.77224576278226,192.05223632901175,197.1159670124525,189.00440352740756,205.9502090023098,210.6092211151417,208.5954842969297,218.3877504114932,216.9832888854894
27,27-3,27-3-25,177.12279391086886,189.9646502549257,191.999690355691,196.9333472737022,192.01307049959723,202.85583092809165,195.88874459770966,202.7750662128239,207.51538551046414
27,27-4,27-4-1,188.06240393231985,185.00101343718362,200.14805387234262,190.1204054200263,191.8679298764466,193.10226567207314,198.30717960117676,194.4254011567591,212.8174893237476
27,27-4,27-4-2,181.9383633651536,192.24774389996642,194.97025714944036,193.08412379049815,193.32023588064027,199.3802005082247,197.92068648005326,197.95513999706804,213.67557795076505
27,27-4,27-4-3,183.26886763588806,199.04124976658358,191.6626641907914,198.32510340583062,199.42684233353475,207.72224596437107,204.4530295252723,205.2306953982227,217.80004756671235
27,27-4,27-4-4,194.04728036302012,206.1296767265716,205.23689800623868,206.23133925322475,214.1945879027745,213.88018321913867,213.82277748756448,231.10372752052595,232.4382771517735
27,27-4,27-4-5,193.23284242630626,194.45513112340936,204.3969941476952,209.19560796399855,209.0247047318272,216.36038675687954,207.1849522157814,227.6065552849797,239.84012149665432
27,27-4,27-4-6,184.00921321271872,181.99896219765054,194.12303072395682,192.65891995938898,199.93543092163105,205.31872951575318,193.20850352324257,206.9766104399727,205.30183602345843
27,27-4,27-4-7,189.99327994365166,197.22933412915216,211.2352235461207,218.50678747332842,205.5504693299188,225.74962362209288,215.09841945262355,228.28923011547886,235.76308851205883
27,27-4,27-4-8,204.09717159066088,206.5307019071045,213.12699658868632,195.36898525902177,217.29791372443262,219.5377904046706,206.35426119655816,209.38193139464593,214.8387957275383
27,27-4,27-4-9,204.67561347870713,212.37335846191024,205.27338093152107,221.6029393976594,224.6026508252715,223.19981554808706,225.25036988555854,224.45995655377303,244.29446428645073
27,27-4,27-4-10,178.2094520113985,198.11381863370804,190.33247266576961,192.0427375057538,199.31921287578362,210.18743187103078,200.07732089532837,204.65519032949183,217.38000056159214
27,27-4,27-4-11,192.93274836416253,206.1910678144633,208.9507425987163,202.42346016713964,201.13618199033618,219.9371222465754,203.97857606762022,206.93663312510785,220.56104224455632
27,27-4,27-4-12,187.3857559510425,196.51606288205943,199.85909741609115,203.1671965395837,212.4557009387972,211.67340824911514,198.90479011455645,221.19453675895676,229.44368927275102
27,27-4,27-4-13,175.60949233977837,180.95751648088833,193.93704650984,190.84507294930674,193.07747251241614,197.21713796315134,193.15328995209808,205.30304423619654,208.77803042147627
27,27-4,27-4-14,174.7105266138337,179.0487026830762,183.90730159580093,173.15037264698705,187.3493216727239,189.06075105211835,196.78266585897603,188.69269796107898,199.49567829313554
27,27-4,27-4-15,167.75726125797013,179.2454753408699,197.5039586339711,185.2798993958558,197.92316104037963,202.75491599063375,199.9496634031187,207.20349979397008,199.1345740514901
27,27-4,27-4-16,179.55405398037863,193.97910909435367,194.05519721671988,200.36172144771382,208.1150495338156,207.56062038217695,209.6569683087537,216.4040671233187,229.60854474249038
27,27-4,27-4-17,178.7615744302823,196.7076605752685,197.32454892338194,199.76076578789574,202.31656966963993,206.80296969865682,197.64600205513034,208.3813810836376,217.03656380005907
27,27-4,27-4-18,191.0052828325718,208.96723572834065,210.38446573569107,207.6068694467361,197.6902687615927,220.42789371814288,227.85710630817653,229.16902873085317,232.09993629225352
27,27-4,27-4-19,198.38153162397862,205.17406941335415,209.19667163403656,202.27011609244326,213.7933400080497,220.3182302088149,220.3604193124156,231.7895984822478,230.13180521400707
27,27-4,27-4-20,166.73391085446738,173.39568583094587,182.11686385476108,172.57426960405004,187.77596901067025,185.95456617843354,185.85557037391013,189.5745008295679,200.09763059598336
27,27-4,27-4-21,191.54652985421134,204.20917201800805,216.03399440355355,210.2721747900173,218.45074077919995,221.2472333246323,222.985573439891,229.74277174916253,240.36155470189124
27,27-4,27-4-22,196.24504262540694,188.21847299378015,199.5347318651733,189.71194883805208,205.10846897368805,204.26377071197606,216.1568411162249,216.0202246673521,226.53961700462654
27,27-4,27-4-23,197.38814069976493,193.00136251253875,206.77462892179253,197.8765335541738,212.61600471008242,219.57947294936395,229.80986944159636,218.31479340824637,236.95790861154106
27,27-4,27-4-24,188.93244959039563,195.1114875278332,200.9013963776718,209.54486846044372,217.15747484338738,221.87374301651388,208.33406718313267,222.66137000817417,229.23231386371035
27,27-4,27-4-25,155.67285804932698,175.24891982799718,177.70411277797413,166.2945415626979,187.08753355071644,199.84216298631125,193.45521696936703,198.46814210468094,207.28804572549058
27,27-5,27-5-1,186.48869016287975,192.72775014741038,196.7398033529258,197.93455822187917,199.15725605341902,196.18603089461024,191.68400088018322,209.77716032839206,205.98510941945577
27,27-5,27-5-2,188.41741557908392,204.13155481711706,204.21875391572053,204.84469528131575,220.65557252297123,221.06409454928607,222.69622184709374,226.91168306552856,242.38681227468783
27,27-5,27-5-3,192.20440193421746,198.07422468488315,207.35303640964446,212.30560944671345,216.1580516121282,231.0965525717527,227.18773474798923,230.0502002361764,253.126889284109
27,27-5,27-5-4,205.9770354477809,213.1001872614028,218.1725628283347,209.9409185806729,212.56637803477548,237.99198230068194,228.1342052434645,228.61036618665855,246.76219020069362
27,27-5,27-5-5,209.92800103226023,212.57183608985733,209.43441671984812,222.70601453141757,225.05670545048505,228.7088003305588,235.28374120481408,242.85894314105192,247.6543556939421
27,27-5,27-5-6,193.95114171171497,203.91918573334596,211.5193585785226,204.98887114753106,224.79001299617616,231.40448599057362,225.92587898446325,226.3332626404103,244.72757133891434
27,27-5,27-5-7,175.6953594155741,190.40451235151372,194.41137484988502,198.52354971847126,208.8141301686184,209.66020031302602,201.31747836035748,214.09413173192772,225.32554773693036
27,27-5,27-5-8,196.54990791604132,199.95529272685891,196.02282888674225,201.39280070311568,212.0760148969136,226.21681982339814,224.61284687529562,231.45671503609222,235.6478706189045
27,27-5,27-5-9,196.65904011618827,196.3773265994832,198.1566122364222,193.2722187682475,196.2578770096049,214.16632986521518,213.09246311331538,214.93277860870427,217.6020906778681
27,27-5,27-5-10,204.68454836505595,208.42414347887453,213.53385178204718,212.93053403015418,238.37002572477786,227.7741732888394,237.8229260867776,247.76555433459146,258.9249978252604
27,27-5,27-5-11,170.8939907358722,176.8095788040697,189.50815333594124,190.1743650179557,188.23337854172354,187.66379910995386,185.70686058754123,189.49756971381333,195.82154636654764
27,27-5,27-5-12,192.0084403399515,198.31621698197188,215.56013389559956,204.49124102436522,221.29651286766847,220.69106275136807,219.14333648531564,229.08381482459265,232.65073140132722
27,27-5,27-5-13,192.11948093977182,194.17444192076022,206.06226565210454,202.0028595185536,209.34819331770112,202.29380872392986,221.39570388751608,217.34976369355203,228.05175560073093
27,27-5,27-5-14,197.23133396290368,201.89493875609915,211.7327464698833,207.0010226976678,213.4592740445822,214.80489759477186,229.41109911520502,241.34173410054078,243.14236047661444
27,27-5,27-5-15,193.41971690823468,209.45884620423004,203.6488535384025,210.22329771198508,212.1587195563433,220.60396255652083,213.47065233150482,217.84289786947105,227.08250415531992
27,27-5,27-5-16,187.51701667709216,195.68284645376045,206.42745140924075,200.52566270107135,202.96246387857852,208.89127037689155,202.7010338226161,205.03016618449874,219.75761252684376
27,27-5,27-5-17,187.89204363572028,194.87670290665218,191.43920865829907,196.7358994603205,215.64221842597922,221.24252541853116,221.87832409548358,230.54957827338993,239.16118034802432
27,27-5,27-5-18,184.0142362330461,201.30277743628693,202.29597399128807,207.0039172117936,198.83744590632156,201.86553859491727,198.28939106532297,205.02488329792723,217.08919962718437
27,27-5,27-5-19,184.60274006796487,184.7944090162822,197.63745749308993,191.90046958914851,197.06193719589842,200.1974640320729,192.22720741360092,208.38085553703323,210.02561297328384
27,27-5,27-5-20,197.5190275104376,188.33210494893447,209.43378038925252,214.50257958118073,220.3620397848455,226.80553211872115,231.96824001019598,239.9518171167383,248.27190786386691
27,27-5,27-5-21,189.65243431399492,204.49040047096253,206.27332125454782,204.1755148868939,215.90780133751568,229.04262779889487,225.96451905978844,238.83093469851056,244.45047041919742
27,27-5,27-5-22,189.68031147858935,199.5347587622915,199.2053369994549,201.6418885709427,207.16701910839924,217.61347200068946,207.87622063184676,218.28920827779046,218.16408472759247
27,27-5,27-5-23,189.62916636468262,200.06956614957323,208.96681448031356,199.206200960199,206.4694382262928,217.81165689111103,202.28061971181054,219.92547519284827,218.4520050877261
27,27-5,27-5-24,189.01787238972202,197.04660008822214,207.7646715806467,203.4702625846347,206.1068209095557,222.18008583943913,225.2934529491299,227.84280416875148,236.29650267455636
27,27-5,27-5-25,181.6170897814458,197.4599188049283,199.7437880731448,183.38866288547405,205.48841464315328,201.93267940258747,195.49025476136066,201.8737997330597,220.65012304534278
27,27-6,27-6-1,198.5255086088753,203.9487045901775,204.2514671953915,206.55644598603345,206.9800526646864,218.0544244123586,212.94932119342513,220.11707161912338,223.35220047934854
27,27-6,27-6-2,183.03564022314524,186.5739303309591,200.4736616181367,190.29475095729322,198.492326275212,208.63404998237974,208.28585482979534,211.32532568786385,213.67249722546848
27,27-6,27-6-3,188.05071316578835,208.59122469820062,207.39677768322633,211.73537119331485,213.18189591805523,211.83330589001062,217.36021668811048,217.83571731005054,224.52581051960863
27,27-6,27-6-4,204.3078841846829,203.49649150533614,206.59769297468503,204.13921051494728,215.30535646101862,211.34793718309842,205.52162451334044,208.31658552583175,222.1553029934561
27,27-6,27-6-5,201.70123434978643,212.87686138165031,217.13242852630782,213.83911756791122,226.34255048530463,233.72320884517728,234.25341842032728,245.95653476069023,255.70432811014578
27,27-6,27-6-6,200.05016082330462,197.79183232002472,212.074440669598,204.6207350802884,204.74765548218383,216.2905399722055,205.7556157102405,208.5206048035056,228.24590703487593
27,27-6,27-6-7,202.79111034244733,207.06807255252997,210.16140438913806,209.1732632109705,221.82579140407893,224.00570577078415,220.6126862693216,236.00119749680925,229.8301850098196
27,27-6,27-6-8,182.35858678294528,185.78187274274524,185.19318184035842,191.9088635199587,200.62262800668918,209.85022107790903,217.39238558928648,207.8951178654259,211.12983262477735
27,27-6,27-6-9,196.11102647740066,204.73766555353296,222.09547053570245,207.78647572550688,217.5924986773986,223.32004012832556,226.53373090288102,234.02040348376778,242.7764257930448
27,27-6,27-6-10,202.82899878026512,191.71774471183969,206.4896112118446,202.46607443126007,214.62741526555808,221.2774024323314,209.525876650409,224.40559048710003,219.03637961851777
27,27-6,27-6-11,200.40168660313913,203.53327386554597,214.33260035465287,213.47298926977953,213.97702635031274,229.0666915110765,220.2095103055124,218.53054277262362,228.46862435571046
27,27-6,27-6-12,204.65416562896326,196.84176264836992,213.51497262233124,213.38514251066573,219.56191713326504,218.23045531797192,223.39969523365295,229.38929424780304,237.48385737476852
27,27-6,27-6-13,202.62249087092198,206.71690894991454,210.78671859440874,212.14397185996762,214.67739433384298,217.17096191232568,214.9365695048915,214.837164342679,223.58463474252278
27,27-6,27-6-14,194.08713853528775,194.88084920051932,206.64480515780855,200.90633080531313,202.46385888002857,215.44159943532384,210.52884777268247,210.9521439357943,233.0559207769411
27,27-6,27-6-15,202.6733856861032,202.77014979782783,199.86037159505833,210.5772220174705,222.74991064685403,213.791701400099,221.5772816093108,224.59822487225713,224.1981062127786
27,27-6,27-6-16,199.5117292017827,209.19910083898068,212.0661073866914,207.06460106723037,214.48705100879653,229.62043154062943,218.15088815974616,228.2437122895568,234.05832960689767
27,27-6,27-6-17,218.9145980742614,211.81231139096883,229.33175782230677,225.6193794559913,235.2177203993493,244.922998650583,230.74953294830416,240.99285391271746,246.01232317491116
27,27-6,27-6-18,200.6229312818305,193.54771101805764,208.02705321824652,197.8345430501095,204.4102251703912,207.39739559912408,208.93781303620455,201.29534810624534,211.23766237415373
27,27-6,27-6-19,192.95500023022896,189.9613886592587,196.95026493399757,197.48129755711477,206.33387557076236,214.3645613607722,196.162469640016,201.443676853595,210.16052342131636
27,27-6,27-6-20,190.43533512697337,190.22752848649696,207.3535739508891,202.22766715997162,207.7425171673756,200.15887074147,204.5938907348339,211.08862457402188,215.91622692825476
27,27-6,27-6-21,190.429317860702,197.672941014512,198.8826552346028,200.8580438168465,201.3692450594799,201.0942528558511,197.33286902770138,207.0466095891062,212.31393621689867
27,27-6,27-6-22,187.01497203337914,197.7270004808061,200.86808080947063,203.12859709335046,200.14516195100606,211.16769685798099,198.9951477317704,210.91731274191335,217.26482943274635
27,27-6,27-6-23,189.80078393691295,206.59062514278892,199.7203593080431,202.37744534309505,215.62459200817747,214.32728036401258,208.13594621232818,215.57825940591997,210.56286807771608
27,27-6,27-6-24,186.15832187018233,194.78171917847848,193.11751220819792,191.50868700117863,196.90817553308273,205.57033395693028,203.08856120831376,213.87593104405516,210.65559344575072
27,27-6,27-6-25,188.86827208978855,190.68935804196107,200.05926313565325,198.57356501788522,201.77673324165767,207.22033047933454,202.17687477689645,207.06747492677127,215.59500648875712
27,27-7,27-7-1,187.40013009652523,201.7551177490217,203.73569854126234,195.94027260190367,188.41948695739927,196.86383565936785,193.78469208204228,194.132990287163,212.46987980497295
